All these templates are making use of a main template file that provides a common HTML structure to all the pages, such as the basic contents and imports of scripts and stylesheets.|system|ui design|u-implementation|u-implementation||
They achieve this by importing the main template, following the design pattern called View Composition (Figure 4.36).|system|structure|s-architecture|s-architecture||
Just as in the previous example, the composite views are importing the contents of many other simple views, like the helpers and forms displayed in Figure 4.37.|uncertain|uncertain|uncertain|uncertain||
Both types of templates are usually offering components that are repeated throughout all client pages, although sometimes the separation is only intended to extract large pieces of meaningful HTML content from the composite views, as it is usually the case of the form templates.|system|structure|s-architecture|s-architecture||
Unlike forms and helpers, mail templates are not meant for view composition, but are directly used to generate the HTML body of the emails sent by the system.|system|structure|s-architecture|s-architecture||
As explained earlier (see section 4.2.1.7), the system is using Handlebars templates on the client side in order to generate updated content.|system|structure|s-implementation|s-techsolution||
Below all necessary templates for the system are displayed (see Figure 4.38), which belong on the one hand to the mini cart and pricing details components, and on the other hand to the use cases for product pagination, checkout and address management.|document organisation|document organisation|document organisation|document organisation||
4.2.6 Design of the Controller Component  |uncertain|uncertain|uncertain|uncertain||
Play Framework is applying the Front Controller and Application Controller design patterns to split the Controller logic between the common logic, located in the Front Controller, and the one specific for each request, called Application Controller.|system|structure|s-architecture|s-architecture||
The Front Controller is mainly formed by the RoutingSystem, which is in charge of receiving, analyzing and dispatching every request to the appropriate application controller.|system|behaviour|b-implementation|b-general||
All application controllers of the system are shown in Figure 4.39, along with some classes that are used as filters.|document organisation|document organisation|document organisation|document organisation||
These filters intercept the application controller invocation and allows to execute code before and after the action is invoked.|system|behaviour|b-implementation|b-general||
Filters are applied as a chain of filters to any desired controller action, although for simplicity the diagram is not specifying which particular actions are using the filter.|system|behaviour|b-implementation|b-general||
A typical filter example is the Authorization class, that verifies the customer is correctly identified to the system before accessing a restricted functionality, otherwise it redirects the user to the login screen.|system|structure|s-implementation|s-sourcecode||
The CartNotEmpty filter checks the shopping cart has at least one line item, a requirement to access certain areas such as the cart detail page or the checkout, otherwise it redirects to the last visited browsing page.|system|structure|s-implementation|s-sourcecode||
This last visited page is actually saved using the SaveContext filter, so that only actions intercepted by this filter are saved as a return page.|system|structure|s-implementation|s-sourcecode||
It was considered a good navigation behavior to save only pages related to products (i.e. product list and detail screens), leaving out checkout and customer management pages.|system|ui design|u-implementation|u-implementation||
Finally, the Form filter class enables the transparent handling of a form submission response, independently of the technology used.|system|structure|s-implementation|s-sourcecode||
This allows to switch from AJAX to a regular HTML form without any changes, only disabling the form submission handling in JavaScript.|system|structure|s-implementation|s-techsolution|rationale|
The filter helps developers to build both thin- and fat-client systems on top of the same Controller and View components.|system|structure|s-architecture|s-architecture||
Figure 4.40 shows the files of the Controller component on the client side.|document organisation|document organisation|document organisation|document organisation||
These files are dedicated to handle some of the events triggered by the user (e.g. form submission or page scrolling) in a specific page or component.|uncertain|uncertain|uncertain|uncertain||
The same files host other presentation logic used by the handlers, as well as methods to load new components from JSON data fetched from the server.|system|structure|s-implementation|s-sourcecode||
5 IMPLEMENTATION|uncertain|uncertain|uncertain|uncertain||
The implementation section is describing the actual process followed to develop the web-shop presented in the previous chapters.|document organisation|document organisation|document organisation|document organisation||
On the one hand is explained the set environment (section Development Environment 5.1), such as the software to assist the implementation or the stages of the development pipeline.|document organisation|document organisation|document organisation|document organisation||
On the other hand, some examples are detailed, along with the corresponding pieces of code, where it is shown how every technology is applied in order to solve some particular requirement (section Examples of Used Technologies 5.2).|document organisation|document organisation|document organisation|document organisation||
5.1 Development Environment|uncertain|uncertain|uncertain|uncertain||
The development pipeline consists of three stages: development, staging and production.|system|structure|s-architecture|s-architecture||
The development environment is a portable machine with OS X as operative system.|development process|development practice|development practice|development practice||
The source code is developed with the support of the Java IDE Intellij IDEA Community Edition, mainly used for its debugging and code edition features.|development process|development practice|development practice|development practice|rationale - benefit|
Google Chrome is the preferred web browser, which has a built in developer tool, Chrome DevTools, highly useful to inspect HTML DOM and CSS, as well as debugging JavaScript code.|system|structure|s-implementation|s-techsolution|rationale - benefit|directive
Git is used as a revision control system|development process|development practice|development practice|development practice||directive
The most notable characteristic of Git is its distributed system, in which each user has his own local repository where changes are committed.|development process|development practice|development practice|development practice|rationale - benefit|
Only when the developer deems it convenient, the local changes are then synchronized with the remote repository, thus making them accessible to the whole team.|development process|development practice|development practice|development practice|rationale - benefit|
The remote repository is hosted by GitHub, with a very interesting social networking functionality useful for future collaboration with the developer community.|development process|development practice|development practice|development practice||
In everyday’s development, Continuous Deployment technique is followed (see Figure 5.1).|development process|development practice|development practice|development practice||directive
Jenkins is used in the staging environment as a continuous deployment tool, triggering a process to deploy the system every time changes are pushed to the remote repository.|development process|development practice|development practice|development practice||directive
This process consists of building and testing the system, running automated acceptance test and deploying the project to production once staging is stable and ready.|development process|development practice|development practice|development practice||
Whenever these steps fail at some point, the process is stopped and feedback is registered in order to solve the problem.|development process|development practice|development practice|development practice||
For this to work, every new feature developed for the system should always go along with tests validating that feature.|development process|QA|testing|testing||
Automating these tests on a staging system allows to flawlessly merge small pieces of code with the mainline of the project at a rapid pace.|development process|QA|testing|testing||
The code merging also triggers a review process with all developers involved, which results in higher code quality.|development process|development practice|development practice|development practice|rationale - benefit|
Besides, acceptance tests that verify the business logic can be run each time to ensure that the project requirements are met.|development process|QA|testing|testing||
5.2 Examples of used technology|uncertain|uncertain|uncertain|uncertain||
Next are presented three different examples of functionalities that allow to demonstrate how technologies are used in the project.|document organisation|document organisation|document organisation|document organisation||
These examples have been selected according to the importance of the process within the system or because it presented some challenges that are worth being mentioned.|uncertain|uncertain|uncertain|uncertain||
Code generation required some extra effort to guarantee the stability of the system when data from the e-commerce backend is changed.|uncertain|uncertain|uncertain|uncertain||
Although the set of data used in the template has some fixed characteristics, the system has been implemented to support any kind of data that may be variable, such as product attributes, categories or currencies.|system|data|d-architecture|d-architecture||
The primary goal is to avoid crashing the system or break some elemental functionality when data is changed.|uncertain|uncertain|uncertain|uncertain||
5.2.1 Forms|uncertain|uncertain|uncertain|uncertain||
Any form submission requires the use of most of the technologies presented in this project, making this functionality very appropriate to show examples of how the technologies are used.|uncertain|uncertain|uncertain|uncertain||
In particular, the update item in cart use case is going to be explained, which design was already detailed in the section Internal Design 4.2.3.|document organisation|document organisation|document organisation|document organisation||
As mentioned before, form data can be either sent as a regular HTML form submission or via an AJAX call, indistinctly.|system|behaviour|b-implementation|b-techsolution||
The server logic processes both requests the same way thanks to the intercepting filter Form.java, which is in charge of returning the most convenient response to the client.|system|behaviour|b-implementation|b-general||
This system improves understandability and changeability of the code, as it will be explained along this section.|requirement|non-functional|non-functional|non-functional||
The flowchart below (Figure 5.2) illustrates the process that takes place from the moment the user submits the form until the server returns a response.|document organisation|document organisation|document organisation|document organisation||
As a guide, on the left side is indicated the element or file where each action is executed in this particular use case, although the process itself is the same for every use case with form submission.|uncertain|uncertain|uncertain|uncertain||
The source code corresponding to some of these actions is presented in this section, along with some detailed explanation.|system|structure|s-implementation|s-sourcecode||
When the user is submitting a form, the HTML DOM triggers an event that is then captured by a handler.|system|behaviour|b-implementation|b-techsolution||
The handler stops the regular form submission and sends the request via AJAX.|system|behaviour|b-implementation|b-techsolution||
If the handler is not found, the form is submitted in a traditional way to the server via HTML forms.|system|behaviour|b-implementation|b-techsolution||
Below is displayed the specific Coffeescript code that implements the handler for the update item in cart use case (see Figure 5.3).|system|structure|s-implementation|s-sourcecode||
In this particular case the handler is not called after submission, but after changing the value of the input field for the quantity.|uncertain|uncertain|uncertain|uncertain||
It is interesting to notice the use of the “on” jQuery method to bind the event handler.|system|structure|s-implementation|s-sourcecode||
As shown below there are three different ways to bind an event: the first method is preferred and is actually a shortcut of the second one (see Figure 5.4).|system|structure|s-implementation|s-sourcecode||
The difference between these two and the last method lies in the object to which the event handler is attached when the script is loaded.|system|structure|s-implementation|s-sourcecode||
While the handler is directly attached to the quantity input in the first two options, in the latter is attached to the HTML object identified by “cart”, specifying as a parameter the path of the quantity input.|system|structure|s-implementation|s-sourcecode||
This difference is important when a particular object that can trigger the event may not exist at load time, which is the case of this form, since all the line items are being loaded via AJAX after the page is loaded.|uncertain|uncertain|uncertain|uncertain||
In this case the event is attached to a stable parent object, so that jQuery executes the handler for every descendant object that matches the path.|uncertain|uncertain|uncertain|uncertain||
Submitting the form each time the input value is changed can lead to an excess of calls to the server if the user changes the quantity value too often.|development process|QA|risk|risk||
This has been solved with a delayed submission, implemented with the JavaScript event setTimeout, which is restarted every time the user changes the input field (see Figure 5.5 for an example of CoffeeScript code based on this functionality).|system|structure|s-implementation|s-sourcecode||
This JavaScript timing event executes a function that is called after the specified period of time, in this case sending the form data via AJAX and processing the response accordingly.|system|structure|s-implementation|s-sourcecode||
In order to handle forms easily a new instance of the Form class is created, which processes all data related to the form to allow quick access to the information (see Figure 5.6).|system|structure|s-implementation|s-sourcecode|rationale|
The method for sending the form data is simply calling the jQuery “ajax” function, additionally specifying in the URL that the request is performed via AJAX.|system|structure|s-implementation|s-sourcecode||
The method returns jqXHR, a XMLHttpRequest object with jQuery added information.|system|structure|s-implementation|s-sourcecode||
A series of methods can be chained to the jqXHR object, and executed once the server response has been received under certain circumstances.|system|structure|s-implementation|s-sourcecode||
It is the case of “done” for successful requests, “fail” for failures and “always” for any condition; all of them used in this use case.|uncertain|uncertain|uncertain|uncertain||
Once the request reaches the server, the routing system built in Play Framework analyses the incoming HTTP method and the request path to decide the action controller to be invoked.|system|behaviour|b-implementation|b-techsolution||
For that matter, the system reads a file where every request pattern is linked with an action controller (see Figure 5.7), and selects the first pattern that matches the request.|system|behaviour|b-implementation|b-general||
In addition, routing patterns can also have dynamic parts using the power of regular expressions.|system|behaviour|b-implementation|b-general||
Figure 5.8 below shows the invoked controller action for this particular use case.|document organisation|document organisation|document organisation|document organisation||
Right before the method definition one can notice the “With” annotation, which Play Framework provides in order to attach a set of intercepting filters to an action.|system|structure|s-implementation|s-sourcecode||
In this case the filter that intercepts the call is the Form class, in charge of detecting, before the action in called, whether the request from the client was made via AJAX.|system|behaviour|b-implementation|b-techsolution||
The controller has a static attribute of an instance of Play’s native Form, wrapping the class UpdateCart that handles incoming parameters to execute this action.|system|structure|s-implementation|s-sourcecode||
When starting the call, the request is bound to the form instance and is checked for missing or invalid data, in which case errors are prepared for being displayed and the cart page is returned as a “bad request” (i.e. with a 400 HTTP status code).|system|behaviour|b-implementation|b-general||
When the request contains no errors, the SPHERE.IO Play SDK is called to update the cart, setting the new quantity requested for a particular line item.|uncertain|uncertain|uncertain|uncertain||
Then the success messages are prepared and the cart page is returned, this time with a 200 HTTP status code.|system|behaviour|b-implementation|b-general||
The controller code appears therefore simple and clean of all related presentation logic.|system|structure|s-implementation|s-sourcecode|rationale|
This is particularly important for this project, as controllers are the main place where SPHERE.IO Play SDK is used to execute e-commerce logic.|system|structure|s-architecture|s-architecture||
Here is where code is most required to be understandable.|requirement|non-functional|non-functional|non-functional||
As seen in Figure 5.9 below, the message method consists of saving on the one hand a success message for the HTML result and, on the other hand, the JSON data with the same success message and the necessary cart information.|system|structure|s-implementation|s-sourcecode||
The source code is also showing how request parameters are defined in a form, so that Play can bind and validate them.|system|structure|s-implementation|s-sourcecode||
Some annotations are provided in order to specify constraints to incoming parameters, such as declaring a value required or accepting only a certain range.|system|structure|s-implementation|s-sourcecode|rationale|
Any other type of pattern-based limitation can be applied as well with regular expressions.|system|structure|s-implementation|s-sourcecode||
Once the action call finishes, the intercepting filter again takes control, receiving as a result of the call a HTML file with a HTTP status code (see Figure 5.10).|system|behaviour|b-implementation|b-techsolution||
In some cases the result can also be a URL redirection instead of a HTML file, like is the case of the login use case.|system|behaviour|b-implementation|b-techsolution||
On the other hand, the filter has access as well to all JSON data that was stored earlier.|uncertain|uncertain|uncertain|uncertain||
So according to the type of incoming request, the filter returns either the result coming from the action call or a JSON response with the same HTTP status code.|system|behaviour|b-implementation|b-techsolution||
This system allows future developers to add new ways of handling form submissions without affecting the core of the system.|requirement|functionality & behaviour|functionality & behaviour|functionality & behaviour||
Disabling a method, such as AJAX submission, is as simple as removing the event handler bound to the submit.|system|structure|s-implementation|s-sourcecode||
Therefore the changeability of the code is not affected by the complexity of the presentation logic meant to improve user experience.|requirement|non-functional|non-functional|non-functional|rationale|
When the AJAX call started on the client receives the response from the server, the methods chained to the jqXHR are then executed, depending on the HTTP status code obtained.|system|behaviour|b-implementation|b-techsolution||
In the current use case, if the response was successful, the pricing details and the mini cart will be replaced with new generated content, and each line item will be updated.|uncertain|uncertain|uncertain|uncertain||
Moreover, some common logic for successful form submissions is executed, which source code is shown in detail below (see Figure 5.11).|system|structure|s-implementation|s-sourcecode||
This common logic allows to handle properly the response sent by the Form intercepting filter: when required, it forces to handle URL redirections by executing a redirection with JavaScript, otherwise it updates automatically some tagged data from the page and displays the success message.|system|behaviour|b-implementation|b-techsolution||
As mentioned before, each line item on the page is updated with every successful submission.|system|ui design|u-implementation|u-implementation||
Actually the only element from the line items that needs to be updated is the total line item price (i.e. the product price multiplied by the new quantity), and this calculation could even be performed on the client side.|uncertain|uncertain|uncertain|uncertain||
But all the required data is already included in the JSON data nonetheless, needed to update the mini cart.|uncertain|uncertain|uncertain|uncertain||
Besides it is safer to always force a complete update of the cart contents, in case the user changes the cart from another browser window.|uncertain|uncertain|uncertain|uncertain||
The method displayed in Figure 5.12 is the one in charge of replacing the cart line items.|document organisation|document organisation|document organisation|document organisation||
To do so, the Handlebars template that renders a single line item is obtained and compiled once when the page is loaded.|system|behaviour|b-implementation|b-techsolution||
When the method is called, the current contents of the cart are removed from the cart container and each line item is rendered with the template and then appended to it.|uncertain|uncertain|uncertain|uncertain||
The following two figures helps one understand how these templates are being rendered.|uncertain|uncertain|uncertain|uncertain||
The first one corresponds to the template itself (Figure 5.13), with the Handlebars expressions surrounded by curly brackets.|system|structure|s-implementation|s-sourcecode||
When the expression starts with a hash symbol, the expression corresponds to a helper to control the flow, like the looping statement “each” used here.|system|structure|s-implementation|s-sourcecode||
Otherwise it refers to a value extracted from the JSON data sent as parameter to the template.|system|structure|s-implementation|s-sourcecode||
An extract of the JSON data is presented next (Figure 5.14), as it is received by the client after the request.|system|behaviour|b-implementation|b-techsolution||
It should be noted that the replaceCart method is only sending to the template one “item” object each time.|system|structure|s-implementation|s-sourcecode||
It is easy then to understand the correspondence between the JSON data and the expressions appearing in the template.|uncertain|uncertain|uncertain|uncertain||
5.2.2 List Products|requirement|feature|feature|feature||
Product listing is another interesting feature in the implementation process.|requirement|r-general|r-general|r-general||
As explained in the section Internal Design 4.2.3, pages of products are being loaded automatically when the user is near the bottom of the page.|system|ui design|u-architecture|u-architecture||
This way customers are not fully aware of browsing through pages, from their point of view new products are constantly presented as they scroll down the window of the browser, in what appears to be a large single page.|system|ui design|u-architecture|u-architecture||
Figure 5.15 below illustrates the code of a function that decides when the page needs to load more products and when a button to allow a quick return to the top of the page is shown.|system|ui design|u-architecture|u-architecture||
The criteria to execute both actions depend on the vertical scrolling position of the display, so this position needs to be checked regularly for changes.|system|ui design|u-implementation|u-implementation||
One option was to trigger the function whenever the user scrolls, but this event is fired too often when scrolling and would affect negatively the performance of the page.|system|ui design|u-architecture|u-architecture|rationale - drawback|
An alternative is to execute the function in a fixed interval of time, that balances a smooth navigation with a fast loading before the user reaches the bottom.|system|ui design|u-architecture|u-architecture||
The method to load more products calls the server via AJAX, requesting to the controller action below a particular page of a list of products.|system|behaviour|b-implementation|b-techsolution||
The action starts building the product search request that is sent to SPHERE.IO backend in order to get the desired list of products, first requesting all products available.|system|behaviour|b-implementation|b-techsolution|rationale|
If a category slug was provided, the category object is fetched from SPHERE.IO and is used to filter the initial list in the filterBy method, which source code is presented next (Figure 5.16).|system|structure|s-implementation|s-sourcecode||
The search of products can be performed with either regular filters (e.g. all products within a price range) or faceted searches, in which is returned, besides the list of filtered products, all possible options for that attribute and the number of products that belong to each options (e.g. a faceted search for the color attribute returns all possible colors for that search and, for each color, the number of products with that color).|system|ui design|u-architecture|u-architecture||
SPHERE.IO Play SDK provides a set of filter and faceted search expressions to flexibly build requests for products matching a certain criteria for a certain attribute.|uncertain|uncertain|uncertain|uncertain||
For example, above is used a category filter expression to get all the products that are present in the set of categories provided, or any of the descendent categories (see Figure 5.17).|uncertain|uncertain|uncertain|uncertain||
The SDK also offers some classes to help implementing filters for the user interface, such as search boxes to find products.|development process|development practice|development practice|development practice||
These classes have methods to parse the filter values from the URL query string and build the product search request from those values easily.|system|structure|s-implementation|s-sourcecode||
They can also provide some useful data for specific filters, like the maximum and minimum prices of a product list for the price filter.|uncertain|uncertain|uncertain|uncertain||
Figure 5.18 shows the code that declares two of the filters used in this project with the corresponding keyword used in the URL query string.|system|structure|s-implementation|s-sourcecode||
They are both included in the filter list that is directly bound to the request in the Figure 5.17.|document organisation|document organisation|document organisation|document organisation||
The only piece missing to have a functional product search is the template rendering the search form, shown below (Figure 5.19).|document organisation|document organisation|document organisation|document organisation||
The HTML input name and value are obtained from the fullTextSearch parameter defined before, hence connecting the user filter interface with the SPHERE.IO filter request.|system|structure|s-implementation|s-sourcecode||
As can be observed, in a Scala template expressions to be evaluated with Scala are preceded by a “@” sign.|system|structure|s-implementation|s-techsolution||
This way classes can be imported and used directly in the template like is the case with the filter fullTextSearch.|uncertain|uncertain|uncertain|uncertain||
It is also interesting to notice how URLs are generated, using the corresponding “reverse routing” method for the controller action that handles searches.|system|structure|s-implementation|s-sourcecode||
Using the methods for sorting (Figure 5.20) and paging (Figure 5.21) is very simple, as the two pieces of code above demonstrates.|system|structure|s-implementation|s-sourcecode|rationale|
Sorting is achieved by specifying the correct sorting criterion, provided via a ProductSort enumeration that contains all the possibilities currently offered by the SDK.|uncertain|uncertain|uncertain|uncertain||
Pagination requires the desired page and the amount of products per page.|system|ui design|u-implementation|u-implementation||
Once the request is completely built, the list of products is fetched from the SPHERE.IO backend and sent to the client as JSON data.|system|behaviour|b-implementation|b-techsolution||
When the response is received on the client side, the method appendProducts shown above (Figure 5.22) is called to attach the new data to the previous list and update the information about the next page.|system|behaviour|b-implementation|b-general||
In order to achieve the product grid layout described in the section External Design 4.2.2, the JavaScript library Masonry has been used.|system|ui design|u-implementation|u-implementation|rationale|
This library takes all available space of the parent container and places each product thumbnail in optimal position, forming a condensed grid where elements perfectly fit together.|system|ui design|u-implementation|u-implementation||
A small library called imagesLoaded is also used to fire an event when all the images of the products have been fully loaded, so that Masonry can use the correct final size of each thumbnail.|system|ui design|u-implementation|u-implementation|rationale|
Thumbnails are showing at first a certain product variant, but they should also allow to see and buy a different variant directly from the thumbnail.|system|ui design|u-implementation|u-implementation|rationale|
This functionality is only enabled for color and size attributes variations, as more attributes would saturate the design.|system|ui design|u-architecture|u-architecture|rationale|
A list of variants is received from the server, with matching attributes but different color.|system|behaviour|b-implementation|b-general||
The different variants are displayed as small pictures, and when the user hovers the cursor on these pictures the thumbnail variant changes to the hovered one, replacing all variant related information.|requirement|use case|use case|use case||
As shown in the Handlebars template presented in Figure 5.23, there are several data that can change amongst variants: image, price, available sizes and, of course, the variant identifier.|system|ui design|u-architecture|u-architecture||
In order to determine the image and sizes for each variant, Handlebars helpers have been used.|system|structure|s-implementation|s-techsolution|rationale|
The helper to generate the image is displayed in Figure 5.24, which sets as the new context a specific size of the picture, depending on whether the product is featured or not.|document organisation|document organisation|document organisation|document organisation||
When a product variant has different sizes, a list of sizes is shown to the customer when he hovers on the “quick buy” button, to allow him select the correct size.|requirement|use case|use case|use case|rationale|
Next is shown the style applied to the list of sizes, as an example of the use of LESS to generate CSS stylesheets (see Figure 5.25).|system|structure|s-implementation|s-techsolution||
The example uses the most important features of LESS: variables, here used for colors; functions, used to apply the CSS border-radius property cross-browser; mixins, to remove the default style of the list; and nested rules, to better specify inheritance.|system|structure|s-implementation|s-techsolution||
5.2.3 PAYMENT|uncertain|uncertain|uncertain|uncertain||
A notable initial effort was required in order to integrate Optile in a flexible way.|system|structure|s-implementation|s-techsolution||
But despite of the fact that the payment platform was in the end correctly integrated in the system during the implementation process, the final result was not entirely satisfactory and was replaced for the second option: Paymill.|system|structure|s-implementation|s-techsolution|Rationale|
The problem resided on a certain incompatibility in the checkout process designed for the SPHERE.IO Play SDK and the workflow expected by Optile.|system|structure|s-implementation|s-techsolution||
The Optile workflow was already explained (see section 4.2.1.2), but the most characteristic behavior to remember is that it uses notification requests in order to keep the payment state of an order updated.|system|structure|s-implementation|s-techsolution||
Each notification needs to be handled, otherwise the SPHERE.IO backend may have wrong payment information.|uncertain|uncertain|uncertain|uncertain||
On the other hand, the SPHERE.IO Play SDK was initially designed so that the creation of an order cannot be reversed.|system|structure|s-implementation|s-techsolution||
This means that once the order is created the customer’s cart does not longer exist, so the only possible moment to create the order is right after the payment has succeed.|requirement|functionality & behaviour|functionality & behaviour|functionality & behaviour||
But then the order creation process can still fail under some expected scenarios and charge the customer without actually buying the items.|uncertain|uncertain|uncertain|uncertain||
The source code below shows the required workflow by SPHERE.IO Play SDK in order to create an order, and how the creation needs to be stopped if the customer changes anything from the cart (Figure 5.26).|system|structure|s-implementation|s-sourcecode||
Of course a payment cancellation can always be requested in failure cases, the customer is usually already charged but then he is refunded, depending on the payment provider.|requirement|functionality & behaviour|functionality & behaviour|functionality & behaviour||
But this behavior was considered to be too uncomfortable for the customer, especially because of the uncertainty of a scenario that should be perfectly controlled.|uncertain|uncertain|uncertain|uncertain|rationale|
Besides, there were other minor issues adding more instability to the process, so it was not considered a good solution for the implementation of the template until the issues were solved.|uncertain|uncertain|uncertain|uncertain|rationale|
Paymill, despite of accepting only direct debit and credit cards as payment methods, allows on the other hand to keep control of the workflow along the process, thus allowing to charge the customer only when the order can be created.|system|structure|s-implementation|s-techsolution|rationale|
This is achieved by separating the submission of the payment data from the proper charging to the customer.|uncertain|uncertain|uncertain|uncertain||
The payment data is sent via JavaScript to the platform, using a library provided by Paymill.|system|structure|s-implementation|s-techsolution||
This request is executed the moment the customer submits the payment form, and returns a token in response.|system|behaviour|b-implementation|b-general||
The token is attached to the checkout form, so when the customer submits the final form this token is sent to the server.|system|behaviour|b-implementation|b-general||
Figure 5.27 shows the code snippet that is part of the class that was implemented to help validating the payment form and sending the data.|system|structure|s-implementation|s-sourcecode||
Once the checkout form submission reaches the server, the system has complete control over the order creation and payment execution, as the next code shows (Figure 5.28).|system|behaviour|b-implementation|b-general||
First the cart is checked for any changes, then the customer is charged and, only when it is successful, the order is created.|requirement|use case|use case|use case||
This process is robust and ensures that no customer is charged without the order being created.|uncertain|uncertain|uncertain|uncertain||
But this system lacks flexibility, because it expects that the payment is executed immediately in a single step, which result cannot be changed.|uncertain|uncertain|uncertain|uncertain|rationale|
Unfortunately some payment providers, such as PayPal, are first requested and then the payment is executed at some moment in the future.|system|structure|s-implementation|s-techsolution|rationale - drawback|
Therefore Paymill is not a solution strong enough for this template either, but at least it offers a robust solution until SPHERE.IO and Optile evolve to become fully compatible.|system|structure|s-implementation|s-techsolution|rationale - drawback|
6 System Tests|development process|QA|testing|testing||
This section describes all kind of tests that have been run against the system, both periodical and one-time tests.|document organisation|document organisation|document organisation|document organisation||
This system triggers only those tests that allow to check the functional requirements of the system, called functional tests, but any other type of automated test can be executed as well to check, for example, that the response time of the system is within the agreed limit.|development process|QA|testing|testing||
After functional testing is explained (section Functional Tests 6.1), the next section covers the usability tests used to check those non-functional requirements related to user and developer experience (section Usability Tests 6.2).|document organisation|document organisation|document organisation|document organisation||
And although it was not explicitly a requirement, it has been considered important to run some performance tests in order to detect and possibly fix those issues that may slow down the application (section Performance Tests 6.3).|development process|QA|testing|testing|rationale|
The rest of requirements do not need any special setup to be checked.|uncertain|uncertain|uncertain|uncertain||
For example, in order to check the stability of the system, it is enough to change the SPHERE.IO project to another project with different structure of data and see if it meets the specified requirement (see list in Appendix B.2).|uncertain|uncertain|uncertain|uncertain||
6.1 Functional test|development process|QA|testing|testing||
As explained in the section Development Environment 5.1, this project follows a continuous deployment process which requires functional tests to be implemented along with the feature, to ensure the functionality is working correctly every time a change is merged with the project.|development process|QA|testing|testing|rationale|
A major difficulty of developing functional tests in this project is that they should work with any set of commerce data, so that when developers switch from the test web-shop data to their own, the tests are still functional.|development process|QA|testing|testing||
Tests must therefore be independent from the backend data used.|development process|QA|testing|testing|rationale|
The best way to achieve this is mocking the Sphere class that handles the requests and responses from the SPHERE.IO backend, to simulate the call to the backend getting only controlled information as response.|uncertain|uncertain|uncertain|uncertain||
This means that during the tests execution, all objects returned by the class whenever a call to the backend is theoretically executed are actually objects constructed by the testing code.|development process|QA|testing|testing||
Not only this solution allows to execute the tests independently of the system’s environment, but moreover performance is improved significantly since no remote resources are used, which hastens the feedback provided by the continuous development process.|development process|QA|testing|testing|rationale - benefit|
Also, mocking allows to easily test any situation that may prove complicated otherwise, like provoking certain errors from the backend (e.g. a “500 Internal Server Error” HTTP status code).|development process|QA|testing|testing|rationale - benefit|
At the moment this project was developed there was no support for mocking coming from the SPHERE.IO Play SDK to ease this process.|system|structure|s-implementation|s-techsolution||
Besides the initial design was not contemplating the possible need to manipulate the response, so mostly all classes had private constructors, thus forcing the necessity to mock practically all SDK classes involved in the system and stub every method before any test could actually be executed.|development process|QA|testing|testing|rationale|
In most cases, SDK logic that was intended to work directly had to be simulated first in order to mock other classes, sometimes changing excessively the original behavior of the SDK.|development process|QA|testing|testing||
Not only this process proved to be notably complex, but also testing code became messy and at some point it was even difficult to be sure that the tests were really meaningful.|development process|QA|testing|testing||
So in the end only the classes related to browsing products were completely mocked, ensuring at least some example tests to include with the template until a better approach is discussed and provided with the SPHERE.IO Play SDK.|development process|QA|testing|testing||
One of the best solutions for the developers would be to offer some methods to directly mock the response from the server, without requiring the developer to understand the internal structure of the SDK.|development process|QA|testing|testing||
The selected technology to mock Java code was Mockito, a very popular testing framework due to the simplicity of the resulting code, yet a complete solution like any of the alternatives.|development process|QA|testing|testing|rationale|
Figure 6.1 presents an extract of the source code in charge of mocking the search request for products.|development process|QA|testing|testing||
In this example, the only element that is actually interesting to modify amongst tests is the list of products returned, all other stubbed methods and mocked objects are just adding unnecessary complexity to the code.|development process|QA|testing|testing||
The functional tests are designed after the descriptions given for the functional requirements of the system, which are detailed in the Appendix B.1.|development process|QA|testing|testing||
These aspects should be eventually covered by the set of unit, integration and acceptance tests as a whole; always taking into consideration that unit tests are using fewer resources than the others, in opposition to acceptance tests, which are the most resource-intensive of all.|development process|QA|testing|testing||
This means that unit testing will be preferably used to test everything that can be possibly covered by it, while acceptance tests will be left for giving feedback about the proper functioning of the system to the future clients.|development process|QA|testing|testing|rationale|
6.1.1 UNIT TESTS|development process|QA|testing|testing||
Unit tests are focused on checking the correct behavior of individual components when they are isolated from the rest of the system.|development process|QA|testing|testing||
JUnit is the testing framework provided by Play to implement unit tests for the web application, allowing testing each route in the routing system, each controller action and each template individually.|development process|QA|testing|testing||
Template testing is useful to check the correct behavior of some common elements, such as the mini-cart or the breadcrumb generation shown in Figure 6.2.|development process|QA|testing|testing||
To assert on HTML content returned by the implementation, the library Jsoup is used to find and extract the data in a simple and clean way thanks to DOM traversal and CSS selectors.|system|structure|s-implementation|s-techsolution|rationale|
The routing system is tested by verifying that all the required routes are found by the system, while the controller actions are tested setting up different requests and checking the response is as expected.|development process|QA|testing|testing||
The test should analyze the HTTP status code, content type and charset of the response are correct, as well as to verify that the content is well formed and displays correct information.|development process|QA|testing|testing||
In Figure 6.3 below it is shown how the Sphere class is mocked with certain products to be returned by the product request.|development process|QA|testing|testing||
Then the action is called with a category slug and requesting the second page.|uncertain|uncertain|uncertain|uncertain||
The type of result is verified and its content, in this case JSON data, is then analyzed to check the required products are sent.|development process|QA|testing|testing|rationale|
After that, the search request prepared for the backend is examined with Mockito, verifying that the correct filters were applied and the second page was actually requested before mocking the response.|development process|QA|testing|testing||
